,device,date,hive temp,hive humidity,hive pressure,weather temp,weather humidity,weather pressure,wind speed,gust speed,weatherID,cloud coverage,rain,lat,long,file name,queen presence,queen acceptance,frames
355,2,2022-06-12 06:33:03,21.3,57.32,1005.19,17.43,86,1011,3.09,,801,20,0,37.29,-121.95,2022-06-12--06-33-03_2__segment3.wav,1,1,10
356,2,2022-06-07 20:00:55,22.81,33.93,1008.68,19.46,43,1015,3.6,8.23,800,0,0,37.29,-121.95,2022-06-07--20-00-55_2__segment5.wav,1,2,10
357,1,2022-06-10 07:39:02,25.48,53.33,1008.18,21.1,62,1014,1.54,,711,20,0,37.29,-121.95,2022-06-10--07-39-02_1__segment1.wav,1,1,8
358,2,2022-06-06 19:20:21,24.73,36.9,1006.59,22.07,50,1012,5.66,,800,0,0,37.29,-121.95,2022-06-06--19-20-21_2__segment3.wav,1,2,10
359,2,2022-06-10 00:44:16,21.27,45.4,1007.12,18.21,67,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--00-44-16_2__segment4.wav,1,1,10
360,2,2022-06-10 07:39:02,28.35,45.59,1007.96,21.1,62,1014,1.54,,711,20,0,37.29,-121.95,2022-06-10--07-39-02_2__segment4.wav,1,1,10
361,2,2022-06-09 07:10:29,21.38,52.66,1007.1,13.28,85,1013,0.89,1.79,803,75,0,37.29,-121.95,2022-06-09--07-10-29_2__segment1.wav,0,0,10
362,2,2022-06-12 07:32:30,26.82,55.46,1005.53,18.89,83,1011,2.57,,801,20,0,37.29,-121.95,2022-06-12--07-32-30_2__segment3.wav,1,1,10
363,2,2022-06-13 01:55:53,17.72,42.44,1008.0,12.67,77,1014,1.34,2.24,800,3,0,37.29,-121.95,2022-06-13--01-55-53_2__segment4.wav,1,1,10
364,1,2022-06-14 05:57:50,21.7,39.05,1010.04,11.44,78,1016,0.45,0.45,802,40,0,37.29,-121.95,2022-06-14--05-57-50_1__segment2.wav,1,2,8
365,2,2022-06-10 23:40:18,22.86,49.8,1009.53,20.85,66,1016,3.09,6.69,800,0,0,37.29,-121.95,2022-06-10--23-40-18_2__segment3.wav,1,1,10
366,1,2022-06-08 21:18:22,25.02,45.67,1007.11,17.02,73,1013,4.12,7.2,802,40,0,37.29,-121.95,2022-06-08--21-18-22_1__segment5.wav,0,0,8
367,2,2022-06-11 11:33:12,54.09,7.9,1008.49,30.8,30,1015,4.02,4.02,801,20,0,37.29,-121.95,2022-06-11--11-33-12_2__segment3.wav,1,1,10
368,2,2022-06-12 11:29:44,41.62,22.73,1004.96,26.2,58,1011,3.6,,803,75,0,37.29,-121.95,2022-06-12--11-29-44_2__segment3.wav,1,1,10
369,1,2022-06-14 09:56:21,33.83,30.3,1010.01,22.65,44,1016,3.09,,800,0,0,37.29,-121.95,2022-06-14--09-56-21_1__segment4.wav,1,2,8
370,2,2022-06-06 07:29:46,21.31,48.81,1010.24,14.8,78,1016,2.57,,803,75,0,37.29,-121.95,2022-06-06--07-29-46_2__segment4.wav,1,2,10
371,2,2022-06-09 19:48:31,28.52,27.96,1005.75,25.18,41,1012,6.69,,803,75,0,37.29,-121.95,2022-06-09--19-48-31_2__segment2.wav,1,1,10
372,2,2022-06-11 05:35:14,18.64,50.79,1008.71,16.33,77,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--05-35-14_2__segment3.wav,1,1,10
373,2,2022-06-12 20:00:44,24.24,38.54,1006.73,19.07,67,1013,4.12,,800,0,0,37.29,-121.95,2022-06-12--20-00-44_2__segment0.wav,1,1,10
374,2,2022-06-07 02:14:33,18.73,42.65,1007.72,12.87,76,1013,1.54,,800,0,0,37.29,-121.95,2022-06-07--02-14-33_2__segment0.wav,1,2,10
375,2,2022-06-07 02:14:33,18.73,42.65,1007.72,12.87,76,1013,1.54,,800,0,0,37.29,-121.95,2022-06-07--02-14-33_2__segment1.wav,1,2,10
376,2,2022-06-12 20:00:44,24.24,38.54,1006.73,19.07,67,1013,4.12,,800,0,0,37.29,-121.95,2022-06-12--20-00-44_2__segment1.wav,1,1,10
377,2,2022-06-11 05:35:14,18.64,50.79,1008.71,16.33,77,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--05-35-14_2__segment2.wav,1,1,10
378,2,2022-06-09 19:48:31,28.52,27.96,1005.75,25.18,41,1012,6.69,,803,75,0,37.29,-121.95,2022-06-09--19-48-31_2__segment3.wav,1,1,10
379,2,2022-06-12 11:29:44,41.62,22.73,1004.96,26.2,58,1011,3.6,,803,75,0,37.29,-121.95,2022-06-12--11-29-44_2__segment2.wav,1,1,10
380,2,2022-06-11 11:33:12,54.09,7.9,1008.49,30.8,30,1015,4.02,4.02,801,20,0,37.29,-121.95,2022-06-11--11-33-12_2__segment2.wav,1,1,10
381,2,2022-06-06 07:29:46,21.31,48.81,1010.24,14.8,78,1016,2.57,,803,75,0,37.29,-121.95,2022-06-06--07-29-46_2__segment5.wav,1,2,10
382,1,2022-06-14 09:56:21,33.83,30.3,1010.01,22.65,44,1016,3.09,,800,0,0,37.29,-121.95,2022-06-14--09-56-21_1__segment5.wav,1,2,8
383,1,2022-06-08 21:18:22,25.02,45.67,1007.11,17.02,73,1013,4.12,7.2,802,40,0,37.29,-121.95,2022-06-08--21-18-22_1__segment4.wav,0,0,8
384,2,2022-06-10 23:40:18,22.86,49.8,1009.53,20.85,66,1016,3.09,6.69,800,0,0,37.29,-121.95,2022-06-10--23-40-18_2__segment2.wav,1,1,10
385,2,2022-06-12 07:32:30,26.82,55.46,1005.53,18.89,83,1011,2.57,,801,20,0,37.29,-121.95,2022-06-12--07-32-30_2__segment2.wav,1,1,10
386,1,2022-06-14 05:57:50,21.7,39.05,1010.04,11.44,78,1016,0.45,0.45,802,40,0,37.29,-121.95,2022-06-14--05-57-50_1__segment3.wav,1,2,8
387,2,2022-06-13 01:55:53,17.72,42.44,1008.0,12.67,77,1014,1.34,2.24,800,3,0,37.29,-121.95,2022-06-13--01-55-53_2__segment5.wav,1,1,10
388,2,2022-06-10 00:44:16,21.27,45.4,1007.12,18.21,67,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--00-44-16_2__segment5.wav,1,1,10
389,2,2022-06-09 07:10:29,21.38,52.66,1007.1,13.28,85,1013,0.89,1.79,803,75,0,37.29,-121.95,2022-06-09--07-10-29_2__segment0.wav,0,0,10
390,2,2022-06-10 07:39:02,28.35,45.59,1007.96,21.1,62,1014,1.54,,711,20,0,37.29,-121.95,2022-06-10--07-39-02_2__segment5.wav,1,1,10
391,2,2022-06-06 19:20:21,24.73,36.9,1006.59,22.07,50,1012,5.66,,800,0,0,37.29,-121.95,2022-06-06--19-20-21_2__segment2.wav,1,2,10
392,2,2022-06-12 06:33:03,21.3,57.32,1005.19,17.43,86,1011,3.09,,801,20,0,37.29,-121.95,2022-06-12--06-33-03_2__segment2.wav,1,1,10
393,1,2022-06-10 07:39:02,25.48,53.33,1008.18,21.1,62,1014,1.54,,711,20,0,37.29,-121.95,2022-06-10--07-39-02_1__segment0.wav,1,1,8
394,2,2022-06-07 20:00:55,22.81,33.93,1008.68,19.46,43,1015,3.6,8.23,800,0,0,37.29,-121.95,2022-06-07--20-00-55_2__segment4.wav,1,2,10
395,1,2022-06-14 03:00:15,20.81,38.58,1009.65,12.27,75,1015,0.45,0.89,802,40,0,37.29,-121.95,2022-06-14--03-00-15_1__segment2.wav,1,2,8
396,2,2022-06-11 02:37:45,19.69,51.26,1007.87,18.23,73,1014,1.54,,800,0,0,37.29,-121.95,2022-06-11--02-37-45_2__segment5.wav,1,1,10
397,1,2022-06-08 22:17:32,23.89,46.37,1007.54,15.93,78,1013,4.12,,801,20,0,37.29,-121.95,2022-06-08--22-17-32_1__segment2.wav,0,0,8
398,2,2022-06-07 18:02:41,26.01,34.5,1008.06,22.95,46,1014,9.77,,803,75,0,37.29,-121.95,2022-06-07--18-02-41_2__segment3.wav,1,2,10
399,2,2022-06-06 03:32:49,19.76,49.97,1009.88,15.48,76,1016,4.12,,804,100,0,37.29,-121.95,2022-06-06--03-32-49_2__segment0.wav,1,2,10
400,2,2022-06-08 20:19:23,23.82,44.76,1006.27,19.4,64,1013,6.69,,803,75,0,37.29,-121.95,2022-06-08--20-19-23_2__segment3.wav,0,0,10
401,2,2022-06-12 10:30:28,49.19,18.15,1004.85,24.72,61,1010,2.57,,803,75,0,37.29,-121.95,2022-06-12--10-30-28_2__segment5.wav,1,1,10
402,1,2022-06-10 21:41:55,26.78,46.75,1008.74,22.23,59,1016,5.66,,802,40,0,37.29,-121.95,2022-06-10--21-41-55_1__segment0.wav,1,1,8
403,2,2022-06-09 15:04:51,35.28,20.01,1006.03,30.33,35,1012,6.69,,802,40,0,37.29,-121.95,2022-06-09--15-04-51_2__segment5.wav,0,0,10
404,2,2022-06-06 20:19:29,22.91,39.32,1006.7,19.41,58,1013,5.14,,801,20,0,37.29,-121.95,2022-06-06--20-19-29_2__segment5.wav,1,2,10
405,2,2022-06-13 07:51:24,28.26,44.65,1010.31,14.57,73,1016,2.57,,801,20,0,37.29,-121.95,2022-06-13--07-51-24_2__segment4.wav,1,1,10
406,2,2022-06-06 05:31:11,19.49,48.95,1009.87,14.46,76,1016,4.12,,803,75,0,37.29,-121.95,2022-06-06--05-31-11_2__segment3.wav,1,2,10
407,2,2022-06-08 09:50:41,29.78,38.38,1008.71,21.65,43,1015,4.12,,803,75,0,37.29,-121.95,2022-06-08--09-50-41_2__segment4.wav,1,2,10
408,1,2022-06-11 02:37:38,21.45,61.18,1008.07,18.23,73,1014,1.54,,800,0,0,37.29,-121.95,2022-06-11--02-37-38_1__segment4.wav,1,1,8
409,1,2022-06-14 04:58:40,21.0,38.02,1009.79,11.58,78,1015,1.54,,800,0,0,37.29,-121.95,2022-06-14--04-58-40_1__segment2.wav,1,2,8
410,2,2022-06-06 17:22:09,27.22,32.43,1007.19,24.65,40,1013,6.69,,801,20,0,37.29,-121.95,2022-06-06--17-22-09_2__segment2.wav,1,2,10
411,2,2022-06-12 17:03:34,27.36,45.41,1005.19,21.99,68,1012,9.26,,803,75,0,37.29,-121.95,2022-06-12--17-03-34_2__segment0.wav,1,1,10
412,1,2022-06-09 12:07:53,38.69,25.04,1007.12,27.06,40,1012,3.09,,803,75,0,37.29,-121.95,2022-06-09--12-07-53_1__segment2.wav,0,0,8
413,1,2022-06-09 14:06:06,38.99,18.2,1006.45,30.09,34,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--14-06-06_1__segment1.wav,0,0,8
414,1,2022-06-09 21:46:36,26.26,40.48,1007.47,20.58,57,1013,4.12,,802,40,0,37.29,-121.95,2022-06-09--21-46-36_1__segment0.wav,1,1,8
415,2,2022-06-12 12:28:53,40.39,23.6,1005.11,25.8,61,1011,5.14,,803,75,0,37.29,-121.95,2022-06-12--12-28-53_2__segment4.wav,1,1,10
416,1,2022-06-10 23:40:10,24.41,53.4,1009.65,20.85,66,1016,3.09,6.69,800,0,0,37.29,-121.95,2022-06-10--23-40-10_1__segment1.wav,1,1,8
417,2,2022-06-10 16:32:41,36.18,24.95,1006.1,34.23,31,1012,7.72,,802,40,0,37.29,-121.95,2022-06-10--16-32-41_2__segment4.wav,1,1,10
418,2,2022-06-07 06:11:25,18.65,46.35,1007.54,10.75,82,1013,0.89,1.34,800,0,0,37.29,-121.95,2022-06-07--06-11-25_2__segment0.wav,1,2,10
419,2,2022-06-10 13:35:11,48.63,11.15,1006.54,34.56,30,1013,6.17,,801,20,0,37.29,-121.95,2022-06-10--13-35-11_2__segment3.wav,1,1,10
420,1,2022-06-14 13:52:40,39.14,15.32,1008.65,28.86,25,1015,5.66,,711,20,0,37.29,-121.95,2022-06-14--13-52-40_1__segment3.wav,1,2,8
421,2,2022-06-12 09:31:04,39.37,28.99,1005.51,22.56,70,1011,2.06,,803,75,0,37.29,-121.95,2022-06-12--09-31-04_2__segment1.wav,1,1,10
422,2,2022-06-12 00:37:49,22.28,58.4,1006.86,18.81,83,1013,3.6,,801,20,0,37.29,-121.95,2022-06-12--00-37-49_2__segment3.wav,1,1,10
423,1,2022-06-10 05:40:10,21.29,51.23,1007.11,15.9,75,1013,0.0,,800,0,0,37.29,-121.95,2022-06-10--05-40-10_1__segment4.wav,1,1,8
424,2,2022-06-11 07:34:47,26.9,48.8,1009.13,20.29,68,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--07-34-47_2__segment0.wav,1,1,10
425,2,2022-06-09 00:15:57,18.52,47.68,1007.37,14.58,82,1013,5.14,,801,20,0,37.29,-121.95,2022-06-09--00-15-57_2__segment5.wav,0,0,10
426,1,2022-06-11 01:38:28,22.45,58.39,1008.72,19.14,71,1014,3.6,,800,0,0,37.29,-121.95,2022-06-11--01-38-28_1__segment2.wav,1,1,8
427,2,2022-06-12 23:57:28,19.6,54.38,1007.63,13.75,75,1014,2.06,,800,0,0,37.29,-121.95,2022-06-12--23-57-28_2__segment2.wav,1,1,10
428,2,2022-06-08 01:55:59,19.07,36.97,1008.67,13.74,59,1015,0.89,1.79,800,0,0,37.29,-121.95,2022-06-08--01-55-59_2__segment1.wav,1,2,10
429,2,2022-06-10 22:41:10,24.14,43.81,1009.4,21.3,61,1016,4.63,,801,20,0,37.29,-121.95,2022-06-10--22-41-10_2__segment4.wav,1,1,10
430,2,2022-06-12 05:33:50,20.38,60.48,1004.78,17.29,86,1010,3.09,,800,0,0,37.29,-121.95,2022-06-12--05-33-50_2__segment0.wav,1,1,10
431,1,2022-06-08 17:21:53,29.01,42.73,1006.68,24.49,56,1012,8.75,,803,75,0,37.29,-121.95,2022-06-08--17-21-53_1__segment4.wav,0,0,8
432,2,2022-06-13 10:49:36,49.96,13.64,1010.54,20.75,50,1016,5.66,,721,20,0,37.29,-121.95,2022-06-13--10-49-36_2__segment3.wav,1,1,10
433,2,2022-06-07 12:07:57,33.16,37.31,1008.09,25.18,47,1014,4.63,,803,75,0,37.29,-121.95,2022-06-07--12-07-57_2__segment1.wav,1,2,10
434,2,2022-06-09 18:49:20,35.93,20.73,1005.01,27.96,33,1012,7.2,,802,40,0,37.29,-121.95,2022-06-09--18-49-20_2__segment4.wav,1,1,10
435,1,2022-06-11 15:29:11,36.09,32.06,1007.38,31.45,42,1013,9.26,13.89,801,20,0,37.29,-121.95,2022-06-11--15-29-11_1__segment4.wav,1,1,8
436,2,2022-06-11 23:38:36,21.87,57.78,1007.62,19.4,79,1013,4.63,,801,20,0,37.29,-121.95,2022-06-11--23-38-36_2__segment0.wav,1,1,10
437,1,2022-06-14 07:57:11,25.79,39.21,1010.24,17.37,64,1016,1.34,2.68,800,0,0,37.29,-121.95,2022-06-14--07-57-11_1__segment2.wav,1,2,8
438,2,2022-06-06 10:27:52,29.25,44.66,1010.17,19.92,61,1016,5.66,,801,20,0,37.29,-121.95,2022-06-06--10-27-52_2__segment4.wav,1,2,10
439,2,2022-06-10 06:39:32,19.93,45.21,1007.37,17.79,69,1013,0.0,,801,20,0,37.29,-121.95,2022-06-10--06-39-32_2__segment1.wav,1,1,10
440,1,2022-06-09 20:47:28,28.23,35.42,1006.78,22.52,44,1013,5.14,,803,75,0,37.29,-121.95,2022-06-09--20-47-28_1__segment5.wav,1,1,8
441,1,2022-06-10 09:37:53,34.7,33.04,1008.74,26.81,48,1014,0.89,2.24,801,20,0,37.29,-121.95,2022-06-10--09-37-53_1__segment4.wav,1,1,8
442,1,2022-06-09 09:09:25,28.95,44.52,1007.87,17.89,69,1013,4.12,,803,75,0,37.29,-121.95,2022-06-09--09-09-25_1__segment4.wav,0,0,8
443,2,2022-06-06 13:25:30,31.81,36.33,1009.2,24.6,48,1015,8.23,11.32,801,20,0,37.29,-121.95,2022-06-06--13-25-30_2__segment4.wav,1,2,10
444,2,2022-06-09 17:03:21,32.88,20.84,1004.97,31.11,29,1011,7.2,,802,40,0,37.29,-121.95,2022-06-09--17-03-21_2__segment3.wav,0,0,10
445,1,2022-06-14 10:55:49,36.92,24.44,1009.87,24.7,37,1015,5.14,,800,0,0,37.29,-121.95,2022-06-14--10-55-49_1__segment1.wav,1,2,8
446,2,2022-06-11 19:42:07,28.5,44.04,1006.34,25.53,59,1013,6.69,,801,20,0,37.29,-121.95,2022-06-11--19-42-07_2__segment3.wav,1,1,10
447,2,2022-06-12 03:35:25,20.82,58.17,1005.17,17.84,85,1011,0.45,0.89,800,0,0,37.29,-121.95,2022-06-12--03-35-25_2__segment3.wav,1,1,10
448,2,2022-06-08 06:52:11,19.14,39.1,1008.5,14.23,58,1014,0.45,1.34,803,75,0,37.29,-121.95,2022-06-08--06-52-11_2__segment2.wav,1,2,10
449,2,2022-06-08 18:21:07,27.72,37.52,1006.35,22.97,59,1012,8.23,10.29,803,75,0,37.29,-121.95,2022-06-08--18-21-07_2__segment3.wav,0,0,10
450,2,2022-06-11 18:43:10,30.57,38.54,1006.37,27.43,53,1013,7.72,11.32,801,20,0,37.29,-121.95,2022-06-11--18-43-10_2__segment2.wav,1,1,10
451,2,2022-06-13 12:48:18,47.41,9.88,1010.25,23.59,40,1016,7.72,,800,0,0,37.29,-121.95,2022-06-13--12-48-18_2__segment5.wav,1,1,10
452,1,2022-06-11 13:31:16,40.09,23.01,1008.13,31.92,34,1014,7.72,,801,20,0,37.29,-121.95,2022-06-11--13-31-16_1__segment4.wav,1,1,8
453,2,2022-06-11 03:36:54,19.45,51.11,1007.97,17.4,75,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--03-36-54_2__segment2.wav,1,1,10
454,1,2022-06-14 12:53:59,40.31,17.0,1009.23,28.06,29,1015,4.63,,800,0,0,37.29,-121.95,2022-06-14--12-53-59_1__segment2.wav,1,2,8
455,2,2022-06-09 02:14:21,17.37,51.26,1006.73,13.54,84,1013,2.06,,800,0,0,37.29,-121.95,2022-06-09--02-14-21_2__segment4.wav,0,0,10
456,1,2022-06-14 02:01:04,20.88,38.12,1009.78,12.95,72,1016,0.0,,800,0,0,37.29,-121.95,2022-06-14--02-01-04_1__segment5.wav,1,2,8
457,2,2022-06-08 03:54:28,18.92,39.05,1008.39,13.54,60,1014,1.54,,800,0,0,37.29,-121.95,2022-06-08--03-54-28_2__segment4.wav,1,2,10
458,2,2022-06-09 20:47:36,26.05,31.58,1006.48,22.52,44,1013,5.14,,803,75,0,37.29,-121.95,2022-06-09--20-47-36_2__segment5.wav,1,1,10
459,2,2022-06-10 05:40:19,18.67,45.91,1006.87,15.9,75,1013,0.0,,800,0,0,37.29,-121.95,2022-06-10--05-40-19_2__segment5.wav,1,1,10
460,2,2022-06-10 04:41:06,18.88,52.9,1006.44,15.95,75,1012,0.0,,800,0,0,37.29,-121.95,2022-06-10--04-41-06_2__segment2.wav,1,1,10
461,2,2022-06-12 14:27:11,41.1,25.31,1004.32,24.31,65,1011,5.14,,803,75,0,37.29,-121.95,2022-06-12--14-27-11_2__segment2.wav,1,1,10
462,2,2022-06-09 21:46:45,24.21,34.94,1007.16,20.58,57,1013,4.12,,802,40,0,37.29,-121.95,2022-06-09--21-46-45_2__segment1.wav,1,1,10
463,1,2022-06-13 23:03:36,21.92,36.51,1010.09,15.02,65,1016,0.0,,800,0,0,37.29,-121.95,2022-06-13--23-03-36_1__segment2.wav,1,2,8
464,1,2022-06-11 11:33:26,39.7,21.21,1008.93,30.51,30,1015,4.02,6.26,801,20,0,37.29,-121.95,2022-06-11--11-33-26_1__segment3.wav,1,1,8
465,2,2022-06-07 15:05:17,30.11,33.76,1007.77,26.79,44,1013,8.23,,803,75,0,37.29,-121.95,2022-06-07--15-05-17_2__segment1.wav,1,2,10
466,2,2022-06-07 22:58:20,19.57,35.4,1009.46,14.97,56,1015,2.06,,800,0,0,37.29,-121.95,2022-06-07--22-58-20_2__segment2.wav,1,2,10
467,2,2022-06-05 21:37:36,24.54,47.87,1008.55,18.66,82,1014,4.63,,803,75,0,37.29,-121.95,2022-06-05--21-37-36_2__segment2.wav,1,2,10
468,2,2022-06-09 16:04:05,33.79,20.7,1005.5,31.11,31,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--16-04-05_2__segment3.wav,0,0,10
469,1,2022-06-10 01:43:17,22.27,50.36,1006.88,17.56,69,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--01-43-17_1__segment3.wav,1,1,8
470,2,2022-06-06 14:24:42,30.08,33.84,1008.5,25.47,46,1014,6.69,,801,20,0,37.29,-121.95,2022-06-06--14-24-42_2__segment2.wav,1,2,10
471,1,2022-06-09 00:15:56,22.51,49.07,1007.58,14.58,82,1013,5.14,,801,20,0,37.29,-121.95,2022-06-09--00-15-56_1__segment2.wav,0,0,8
472,2,2022-06-07 07:10:46,19.81,50.87,1008.0,12.44,79,1014,1.54,,801,20,0,37.29,-121.95,2022-06-07--07-10-46_2__segment1.wav,1,2,10
473,1,2022-06-13 19:07:11,28.01,22.8,1009.18,21.44,38,1016,5.66,,800,0,0,37.29,-121.95,2022-06-13--19-07-11_1__segment3.wav,1,2,8
474,2,2022-06-09 13:06:37,52.26,8.93,1006.09,29.44,34,1012,5.14,,803,75,0,37.29,-121.95,2022-06-09--13-06-37_2__segment2.wav,0,0,10
475,2,2022-06-07 07:10:46,19.81,50.87,1008.0,12.44,79,1014,1.54,,801,20,0,37.29,-121.95,2022-06-07--07-10-46_2__segment0.wav,1,2,10
476,1,2022-06-13 19:07:11,28.01,22.8,1009.18,21.44,38,1016,5.66,,800,0,0,37.29,-121.95,2022-06-13--19-07-11_1__segment2.wav,1,2,8
477,2,2022-06-09 13:06:37,52.26,8.93,1006.09,29.44,34,1012,5.14,,803,75,0,37.29,-121.95,2022-06-09--13-06-37_2__segment3.wav,0,0,10
478,1,2022-06-09 00:15:56,22.51,49.07,1007.58,14.58,82,1013,5.14,,801,20,0,37.29,-121.95,2022-06-09--00-15-56_1__segment3.wav,0,0,8
479,2,2022-06-06 14:24:42,30.08,33.84,1008.5,25.47,46,1014,6.69,,801,20,0,37.29,-121.95,2022-06-06--14-24-42_2__segment3.wav,1,2,10
480,1,2022-06-10 01:43:17,22.27,50.36,1006.88,17.56,69,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--01-43-17_1__segment2.wav,1,1,8
481,2,2022-06-09 16:04:05,33.79,20.7,1005.5,31.11,31,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--16-04-05_2__segment2.wav,0,0,10
482,2,2022-06-05 21:37:36,24.54,47.87,1008.55,18.66,82,1014,4.63,,803,75,0,37.29,-121.95,2022-06-05--21-37-36_2__segment3.wav,1,2,10
483,2,2022-06-07 15:05:17,30.11,33.76,1007.77,26.79,44,1013,8.23,,803,75,0,37.29,-121.95,2022-06-07--15-05-17_2__segment0.wav,1,2,10
484,2,2022-06-07 22:58:20,19.57,35.4,1009.46,14.97,56,1015,2.06,,800,0,0,37.29,-121.95,2022-06-07--22-58-20_2__segment3.wav,1,2,10
485,1,2022-06-11 11:33:26,39.7,21.21,1008.93,30.51,30,1015,4.02,6.26,801,20,0,37.29,-121.95,2022-06-11--11-33-26_1__segment2.wav,1,1,8
486,1,2022-06-13 23:03:36,21.92,36.51,1010.09,15.02,65,1016,0.0,,800,0,0,37.29,-121.95,2022-06-13--23-03-36_1__segment3.wav,1,2,8
487,2,2022-06-09 21:46:45,24.21,34.94,1007.16,20.58,57,1013,4.12,,802,40,0,37.29,-121.95,2022-06-09--21-46-45_2__segment0.wav,1,1,10
488,2,2022-06-10 04:41:06,18.88,52.9,1006.44,15.95,75,1012,0.0,,800,0,0,37.29,-121.95,2022-06-10--04-41-06_2__segment3.wav,1,1,10
489,2,2022-06-12 14:27:11,41.1,25.31,1004.32,24.31,65,1011,5.14,,803,75,0,37.29,-121.95,2022-06-12--14-27-11_2__segment3.wav,1,1,10
490,2,2022-06-10 05:40:19,18.67,45.91,1006.87,15.9,75,1013,0.0,,800,0,0,37.29,-121.95,2022-06-10--05-40-19_2__segment4.wav,1,1,10
491,2,2022-06-08 03:54:28,18.92,39.05,1008.39,13.54,60,1014,1.54,,800,0,0,37.29,-121.95,2022-06-08--03-54-28_2__segment5.wav,1,2,10
492,2,2022-06-09 20:47:36,26.05,31.58,1006.48,22.52,44,1013,5.14,,803,75,0,37.29,-121.95,2022-06-09--20-47-36_2__segment4.wav,1,1,10
493,1,2022-06-14 12:53:59,40.31,17.0,1009.23,28.06,29,1015,4.63,,800,0,0,37.29,-121.95,2022-06-14--12-53-59_1__segment3.wav,1,2,8
494,2,2022-06-11 03:36:54,19.45,51.11,1007.97,17.4,75,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--03-36-54_2__segment3.wav,1,1,10
495,1,2022-06-14 02:01:04,20.88,38.12,1009.78,12.95,72,1016,0.0,,800,0,0,37.29,-121.95,2022-06-14--02-01-04_1__segment4.wav,1,2,8
496,2,2022-06-09 02:14:21,17.37,51.26,1006.73,13.54,84,1013,2.06,,800,0,0,37.29,-121.95,2022-06-09--02-14-21_2__segment5.wav,0,0,10
497,1,2022-06-11 13:31:16,40.09,23.01,1008.13,31.92,34,1014,7.72,,801,20,0,37.29,-121.95,2022-06-11--13-31-16_1__segment5.wav,1,1,8
498,2,2022-06-13 12:48:18,47.41,9.88,1010.25,23.59,40,1016,7.72,,800,0,0,37.29,-121.95,2022-06-13--12-48-18_2__segment4.wav,1,1,10
499,2,2022-06-11 18:43:10,30.57,38.54,1006.37,27.43,53,1013,7.72,11.32,801,20,0,37.29,-121.95,2022-06-11--18-43-10_2__segment3.wav,1,1,10
500,2,2022-06-08 06:52:11,19.14,39.1,1008.5,14.23,58,1014,0.45,1.34,803,75,0,37.29,-121.95,2022-06-08--06-52-11_2__segment3.wav,1,2,10
501,2,2022-06-08 18:21:07,27.72,37.52,1006.35,22.97,59,1012,8.23,10.29,803,75,0,37.29,-121.95,2022-06-08--18-21-07_2__segment2.wav,0,0,10
502,1,2022-06-14 10:55:49,36.92,24.44,1009.87,24.7,37,1015,5.14,,800,0,0,37.29,-121.95,2022-06-14--10-55-49_1__segment0.wav,1,2,8
503,2,2022-06-12 03:35:25,20.82,58.17,1005.17,17.84,85,1011,0.45,0.89,800,0,0,37.29,-121.95,2022-06-12--03-35-25_2__segment2.wav,1,1,10
504,2,2022-06-11 19:42:07,28.5,44.04,1006.34,25.53,59,1013,6.69,,801,20,0,37.29,-121.95,2022-06-11--19-42-07_2__segment2.wav,1,1,10
505,2,2022-06-09 17:03:21,32.88,20.84,1004.97,31.11,29,1011,7.2,,802,40,0,37.29,-121.95,2022-06-09--17-03-21_2__segment2.wav,0,0,10
506,1,2022-06-09 09:09:25,28.95,44.52,1007.87,17.89,69,1013,4.12,,803,75,0,37.29,-121.95,2022-06-09--09-09-25_1__segment5.wav,0,0,8
507,2,2022-06-06 13:25:30,31.81,36.33,1009.2,24.6,48,1015,8.23,11.32,801,20,0,37.29,-121.95,2022-06-06--13-25-30_2__segment5.wav,1,2,10
508,1,2022-06-10 09:37:53,34.7,33.04,1008.74,26.81,48,1014,0.89,2.24,801,20,0,37.29,-121.95,2022-06-10--09-37-53_1__segment5.wav,1,1,8
509,1,2022-06-09 20:47:28,28.23,35.42,1006.78,22.52,44,1013,5.14,,803,75,0,37.29,-121.95,2022-06-09--20-47-28_1__segment4.wav,1,1,8
510,2,2022-06-10 06:39:32,19.93,45.21,1007.37,17.79,69,1013,0.0,,801,20,0,37.29,-121.95,2022-06-10--06-39-32_2__segment0.wav,1,1,10
511,2,2022-06-06 10:27:52,29.25,44.66,1010.17,19.92,61,1016,5.66,,801,20,0,37.29,-121.95,2022-06-06--10-27-52_2__segment5.wav,1,2,10
512,2,2022-06-11 23:38:36,21.87,57.78,1007.62,19.4,79,1013,4.63,,801,20,0,37.29,-121.95,2022-06-11--23-38-36_2__segment1.wav,1,1,10
